,taxon,MappedTaxon
3722,Dicksonia-type,POLYPOD
3725,Dicranopteris,POLYPOD
3806,Diplazium,POLYPOD
3807,Diplazium sibiricum,POLYPOD
3840,Dipteridaceae,POLYPOD
3903,Drynaria,POLYPOD
3906,Dryopteridaceae,POLYPOD
3907,Dryopteris,POLYPOD
3908,Dryopteris campyloptera,POLYPOD
3909,Dryopteris carthusiana,POLYPOD
3910,Dryopteris carthusiana-type,POLYPOD
3911,Dryopteris cf. D. filix-mas,POLYPOD
3912,Dryopteris cf. D. fragrans,POLYPOD
3913,Dryopteris cf. D. goldiana,POLYPOD
3914,Dryopteris crassirhizoma,POLYPOD
3915,Dryopteris cristata,POLYPOD
3916,Dryopteris cristata-type,POLYPOD
3917,Dryopteris dilatata,POLYPOD
3918,Dryopteris dilatata-type,POLYPOD
3919,Dryopteris filix-mas,POLYPOD
3920,Dryopteris filix-mas sensu stricto,POLYPOD
3921,Dryopteris filix-mas-type,POLYPOD
3922,Dryopteris fragrans,POLYPOD
3923,Dryopteris fragrans-type,POLYPOD
3924,Dryopteris goldiana,POLYPOD
3925,Dryopteris marginalis,POLYPOD
3926,Dryopteris oreopteris,POLYPOD
3927,Dryopteris robertiana,POLYPOD
3928,Dryopteris spinulosa,POLYPOD
3929,Dryopteris spinulosa-type,POLYPOD
3930,Dryopteris thelypterioides,POLYPOD
3931,Dryopteris thelypteris,POLYPOD
3932,Dryopteris thelypteris-type,POLYPOD
3933,Dryopteris undiff.,POLYPOD
3934,Dryopteris-type,POLYPOD
3935,Dryopteris-type undiff.,POLYPOD
3996,Elaphoglossum,POLYPOD
3997,Elaphoglossum/Asplenium,POLYPOD
4250,Eriosorus,POLYPOD
4851,Gleichenia,POLYPOD
4852,Gleicheniaceae,POLYPOD
4853,Gleicheniaceae cf. Sticherus,POLYPOD
4854,Gleicheniales,POLYPOD
4855,Gleichenia-type,POLYPOD
4908,Grammitidaceae,POLYPOD
4909,Grammitis,POLYPOD
4910,Grammitis-type,POLYPOD
4959,Gymnocarpium,POLYPOD
4960,Gymnocarpium dryopteris,POLYPOD
4961,Gymnocarpium dryopteris-type,POLYPOD
4962,Gymnocarpium robertianum,POLYPOD
4963,Gymnocarpium-type,POLYPOD
5119,Hemionitis,POLYPOD
5120,Hemionitis (type I),POLYPOD
5121,Hemionitis (type II),POLYPOD
5122,Hemionitis-type,POLYPOD
5206,Histiopteris,POLYPOD
5321,Hymenophyllaceae,POLYPOD
5322,Hymenophyllales,POLYPOD
5323,Hymenophyllum,POLYPOD
5324,Hymenophyllum flabellatum,POLYPOD
5325,Hymenophyllum tunbrigense,POLYPOD
5326,Hymenophyllum wilsonii,POLYPOD
5327,Hymenophyllum-type,POLYPOD
5366,Hypolepis,POLYPOD
5367,Hypolepis/Asplenium-type,POLYPOD
5368,Hypolepis-type,POLYPOD
5467,Jamesonia,POLYPOD
5771,Leptosporangiatae,POLYPOD
5772,Leptosporangiatae (trilete),POLYPOD
5773,Leptosporangiatae undiff.,POLYPOD
5866,Lindsaea,POLYPOD
5867,Lindsaeaceae,POLYPOD
5868,Lindsaea-type,POLYPOD
5977,Lophosoria,POLYPOD
5978,Lophosoria quadripinnata,POLYPOD
6134,Lygodiaceae,POLYPOD
6135,Lygodium,POLYPOD
6136,Lygodium volubile,POLYPOD
6304,Marsilea,POLYPOD
6305,Marsileaceae,POLYPOD
6316,Matteuccia,POLYPOD
6317,Matteuccia struthiopteris,POLYPOD
6318,Matteuccia/Onoclea,POLYPOD
6319,Matteuccia/Onoclea sensibilis,POLYPOD
6320,Matteuccia-type,POLYPOD
6505,Microgramma,POLYPOD
6507,Microsorum,POLYPOD
6980,Notholaena,POLYPOD
7133,Onoclea,POLYPOD
7134,Onoclea sensibilis,POLYPOD
7135,Onocleaceae,POLYPOD
7165,Ophioglossaceae,POLYPOD
7166,Ophioglossaceae undiff.,POLYPOD
7167,Ophioglossales,POLYPOD
7168,Ophioglossum,POLYPOD
7169,Ophioglossum californicum,POLYPOD
7170,Ophioglossum cf. O. polyphyllum,POLYPOD
7171,Ophioglossum cf. O. vulgatum,POLYPOD
7172,Ophioglossum vulgatum,POLYPOD
7173,Ophioglossum-type,POLYPOD
7196,Oreopteris,POLYPOD
7197,Oreopteris limbosperma,POLYPOD
7228,Osmunda,POLYPOD
7229,Osmunda cf. O. cinnamomea,POLYPOD
7230,Osmunda cinnamomea,POLYPOD
7231,Osmunda cinnamomea-type,POLYPOD
7232,Osmunda claytoniana,POLYPOD
7233,Osmunda regalis,POLYPOD
7234,Osmunda regalis/O. claytoniana,POLYPOD
7236,Osmunda regalis-type,POLYPOD
7237,Osmunda undiff.,POLYPOD
7238,Osmundaceae,POLYPOD
7239,Osmundaceae cf. Todea,POLYPOD
7240,Osmundales,POLYPOD
7241,Osmunda-type,POLYPOD
7480,Pellaea,POLYPOD
7481,Pellaea cf. P. falcata,POLYPOD
7482,Pellaea falcata,POLYPOD
7483,Pellaea mucronata,POLYPOD
7484,Pellaea-type,POLYPOD
7647,Phegopteris,POLYPOD
7648,Phegopteris connectilis,POLYPOD
7680,Phlebodium,POLYPOD
7681,Phlebodium aureum-type,POLYPOD
7739,Phymatosorus,POLYPOD
7808,Pilularia,POLYPOD
7809,Pilularia globulifera,POLYPOD
7918,Pityrogramma,POLYPOD
7922,Plagiogyriaceae,POLYPOD
8023,Pleopeltis,POLYPOD
8024,Pleopeltis polypodioides,POLYPOD
8241,Polypodiaceae,POLYPOD
8242,Polypodiaceae undiff.,POLYPOD
8244,Polypodiaceae/Dryopteridaceae undiff.,POLYPOD
8245,Polypodiaceae: Lepisorus-type,POLYPOD
8246,Polypodiaceae: Polypodium pellucidum-type,POLYPOD
8247,Polypodiaceae-type,POLYPOD
8248,Polypodiales,POLYPOD
8249,Polypodiales (monolete),POLYPOD
8250,Polypodiales (trilete),POLYPOD
8251,"Polypodiales (very fine reticulate, cf. Pteris)",POLYPOD
8252,Polypodiophyta,POLYPOD
8253,Polypodiophyta (epiphytic),POLYPOD
8254,Polypodiophyta (monolete),POLYPOD
8255,Polypodiophyta (monolete) undiff.,POLYPOD
8256,"Polypodiophyta (monolete, psilate)",POLYPOD
8257,Polypodiophyta (trilete),POLYPOD
8258,Polypodiophyta (trilete) undiff.,POLYPOD
8259,Polypodiophyta (type 137),POLYPOD
8260,Polypodiophyta (type 156),POLYPOD
8261,Polypodiophyta (with perine),POLYPOD
8262,Polypodiophyta (without perine),POLYPOD
8263,Polypodiophyta undiff.,POLYPOD
8264,Polypodium,POLYPOD
8267,Polypodium cambricum,POLYPOD
8268,Polypodium feuillei,POLYPOD
8270,Polypodium pellucidum-type,POLYPOD
8273,Polypodium sibiricum,POLYPOD
8274,Polypodium undiff.,POLYPOD
8275,Polypodium virginianum,POLYPOD
8276,Polypodium vulgare,POLYPOD
8277,Polypodium vulgare-type,POLYPOD
8278,Polypodium-type,POLYPOD
8282,Polystichum,POLYPOD
8283,Polystichum munitum,POLYPOD
8284,Polystichum-type,POLYPOD
8494,Pteridaceae,POLYPOD
8495,Pteridaceae (trilete),POLYPOD
8496,Pteridaceae: Pityrogramma-type,POLYPOD
8497,Pteridaceae: Pteris-type,POLYPOD
8523,Pteris,POLYPOD
8524,Pteris bahamensis,POLYPOD
8525,Pteris cretica,POLYPOD
8526,Pteris vittata,POLYPOD
8527,Pteris-type,POLYPOD
9013,Saccolomataceae,POLYPOD
9061,Salvinia,POLYPOD
9062,Salvinia natans,POLYPOD
9063,Salviniaceae,POLYPOD
9064,Salviniales,POLYPOD
9231,Schizaea,POLYPOD
9232,Schizaea elegans,POLYPOD
9233,Schizaeaceae,POLYPOD
9234,Schizaeales,POLYPOD
9235,Schizaeales (monolete),POLYPOD
9236,Schizaeales (trilete),POLYPOD
9689,Sphaerostephanos,POLYPOD
9810,Sticherus,POLYPOD
10125,Thelypteridaceae,POLYPOD
10126,Thelypteris,POLYPOD
10128,Thelypteris palustris,POLYPOD
10129,Thelypteris palustris-type,POLYPOD
10131,Thelypteris quelpaertensis,POLYPOD
10132,Thelypteris-type,POLYPOD
10276,Trichomanes,POLYPOD
10804,Woodsia,POLYPOD
10805,Woodsia cf. W. ilvensis,POLYPOD
10806,Woodsia ilvensis,POLYPOD
10807,Woodsia obtusa,POLYPOD
10808,Woodsia undiff.,POLYPOD
10809,Woodsiaceae,POLYPOD
10810,Woodsia-type,POLYPOD
8294,Populus,POPULUS
8295,Populus balsamifera,POPULUS
8296,Populus balsamifera-type,POPULUS
8297,Populus cf. P. tremuloides,POPULUS
8298,Populus deltoides-type,POPULUS
8299,Populus grandidentata-type,POPULUS
8300,Populus tremula,POPULUS
8301,Populus tremula-type,POPULUS
8302,Populus tremuloides,POPULUS
8303,Populus tremuloides-type,POPULUS
8304,Populus trichocarpa,POPULUS
8305,Populus trichocarpa-type,POPULUS
8306,Populus undiff.,POPULUS
8406,Prosopis,PROSOPIS
8407,Prosopis cf. P. pubescens,PROSOPIS
8408,Prosopis glandulosa,PROSOPIS
8410,Prosopis juliflora,PROSOPIS
8498,Pteridium,PTERIDIUM
8499,Pteridium aquilinum,PTERIDIUM
8500,Pteridium aquilinum-type,POLYPOD
8501,Pteridium esculentum,PTERIDIUM
8502,Pteridium undiff.,PTERIDIUM
8503,Pteridium-type,POLYPOD
8593,Quercus,QUERCUS
8594,Quercus (deciduous),QUERCUS
8595,Quercus (evergreen),QUERCUS
8596,Quercus borealis,QUERCUS
8597,Quercus cerris,QUERCUS
8598,Quercus cerris-type,QUERCUS
8599,Quercus cf. Q. ilex,QUERCUS
8600,Quercus cf. Q. pungens,QUERCUS
8601,Quercus cf. Q. robur,QUERCUS
8602,Quercus cf. Q. suber,QUERCUS
8603,Quercus chrysolepis,QUERCUS
8604,Quercus coccifera,QUERCUS
8605,Quercus coccifera-type,QUERCUS
8606,Quercus dentata,QUERCUS
8607,Quercus frainetto,QUERCUS
8608,Quercus garryana,QUERCUS
8609,Quercus ilex,QUERCUS
8610,Quercus ilex/Q. coccifera,QUERCUS
8611,Quercus ilex-type,QUERCUS
8612,Quercus infectoria-type,QUERCUS
8613,Quercus john-tuckeri,QUERCUS
8614,Quercus mongolica,QUERCUS
8615,Quercus petraea,QUERCUS
8616,Quercus pubescens-type,QUERCUS
8617,Quercus robur,QUERCUS
8618,Quercus robur/Q. cerris,QUERCUS
8619,Quercus robur-type,QUERCUS
8620,Quercus rubra,QUERCUS
8621,Quercus sp.,QUERCUS
8622,Quercus suber,QUERCUS
8623,Quercus suber-type,QUERCUS
8624,Quercus subg. Cyclobalanopsis,QUERCUS
8625,Quercus subg. Lepidobalanus,QUERCUS
8626,Quercus subg. Quercus,QUERCUS
8627,Quercus turbinella,QUERCUS
8628,Quercus turbinella/Q. john-tuckeri,QUERCUS
8629,Quercus undiff.,QUERCUS
8630,Quercus vaccinifolia,QUERCUS
8631,Quercus vaccinifolia-type,QUERCUS
8632,Quercus-type,QUERCUS
159,Aconitum,RANUNCUL
160,Aconitum-type,RANUNCUL
178,Actaea,RANUNCUL
179,Actaea rubra,RANUNCUL
203,Adonis,RANUNCUL
204,Adonis aestivalis,RANUNCUL
205,Adonis-type,RANUNCUL
567,Anemone,RANUNCUL
568,Anemone canadensis-type,RANUNCUL
569,Anemone coronaria,RANUNCUL
570,Anemone cylindrica-type,RANUNCUL
571,Anemone nemorosa,RANUNCUL
572,Anemone nemorosa-type,RANUNCUL
573,Anemone quinquefolia-type,RANUNCUL
574,Anemone undiff.,RANUNCUL
575,Anemone/Hepatica,RANUNCUL
576,Anemone-type,RANUNCUL
723,Aquilegia,RANUNCUL
724,Aquilegia-type,RANUNCUL
827,Argemone,RANUNCUL
1237,Berberidaceae,RANUNCUL
1239,Berberis,RANUNCUL
1240,Berberis aquifolium-type,RANUNCUL
1241,Berberis haematocarpa,RANUNCUL
1242,Berberis repens,RANUNCUL
1243,Berberis sp.,RANUNCUL
1244,Berberis vulgaris,RANUNCUL
1245,Berberis-type,RANUNCUL
1409,Bocconia,RANUNCUL
1424,Bongardia,RANUNCUL
1726,Caltha,RANUNCUL
1727,Caltha biflora,RANUNCUL
1728,Caltha leptosepala,RANUNCUL
1729,Caltha palustris,RANUNCUL
1730,Caltha palustris-type,RANUNCUL
1731,Caltha-type,RANUNCUL
1961,Caulophyllum,RANUNCUL
1962,Caulophyllum thalictroides,RANUNCUL
2073,Ceratocapnos,RANUNCUL
2074,Ceratocapnos claviculata,RANUNCUL
2075,Ceratocephala,RANUNCUL
2076,Ceratocephala-type,RANUNCUL
2077,Ceratocephalus,RANUNCUL
2078,Ceratocephalus-type,RANUNCUL
2152,cf. Anemone,RANUNCUL
2197,cf. Bocconia,RANUNCUL
2625,cf. Pulsatilla,RANUNCUL
2632,cf. Ranunculus,RANUNCUL
2890,Chelidonium,RANUNCUL
2891,Chelidonium majus,RANUNCUL
2892,Chelidonium-type,RANUNCUL
3080,Clematis,RANUNCUL
3081,Clematis dioica,RANUNCUL
3082,Clematis-type,RANUNCUL
3137,Cocculus,RANUNCUL
3138,Cocculus/Pachygone,RANUNCUL
3241,Consolida,RANUNCUL
3242,Consolida ambigua-type,RANUNCUL
3262,Coptis-type,RANUNCUL
3344,Corydalis,RANUNCUL
3345,Corydalis claviculata,RANUNCUL
3346,Corydalis lutea-type,RANUNCUL
3347,Corydalis solida-type,RANUNCUL
3675,Delphinium,RANUNCUL
3676,Delphinium/Aconitum,RANUNCUL
3677,Delphinium-type,RANUNCUL
3713,Dicentra,RANUNCUL
4272,Eschscholzia,RANUNCUL
4652,Fumaria,RANUNCUL
4840,Glaucium,RANUNCUL
5092,Helleborus,RANUNCUL
5093,Helleborus undiff.,RANUNCUL
5095,Helleborus-type,RANUNCUL
5131,Hepatica,RANUNCUL
5134,Hepatica-type,RANUNCUL
5330,Hypecoum,RANUNCUL
5628,Lardizabalaceae,RANUNCUL
5727,Leontice leontopetalum,RANUNCUL
6414,Menispermaceae,RANUNCUL
6415,Menispermum,RANUNCUL
6953,Nigella,RANUNCUL
6954,Nigella-type,RANUNCUL
7348,Papaver,RANUNCUL
7349,Papaver argemone,RANUNCUL
7350,Papaver radicatum,RANUNCUL
7351,Papaver radicatum-type,RANUNCUL
7352,Papaver rhoeas-type,RANUNCUL
7353,Papaveraceae,RANUNCUL
7354,Papaveraceae subf. Fumarioideae,RANUNCUL
7355,Papaveraceae undiff.,RANUNCUL
7356,Papaver-type,RANUNCUL
8461,Pseudofumaria lutea-type,RANUNCUL
8557,Pulsatilla,RANUNCUL
8558,Pulsatilla alpina,RANUNCUL
8559,Pulsatilla dahurica,RANUNCUL
8561,Pulsatilla vulgaris-type,RANUNCUL
8669,Ranunculaceae,RANUNCUL
8670,Ranunculaceae (pericolpate),RANUNCUL
8671,Ranunculaceae (tricolpate),RANUNCUL
8672,Ranunculaceae (tricolpate) undiff.,RANUNCUL
8673,Ranunculaceae (type 1),RANUNCUL
8674,Ranunculaceae (type 2),RANUNCUL
8675,Ranunculaceae cf. Aconitum,RANUNCUL
8676,Ranunculaceae cf. Thalictrum,RANUNCUL
8677,Ranunculaceae undiff.,RANUNCUL
8678,Ranunculales,RANUNCUL
8679,Ranunculus,RANUNCUL
8680,Ranunculus acris,RANUNCUL
8681,Ranunculus acris-type,RANUNCUL
8682,Ranunculus aquatilis,RANUNCUL
8683,Ranunculus aquatilis-type,RANUNCUL
8684,Ranunculus arvensis,RANUNCUL
8685,Ranunculus arvensis-type,RANUNCUL
8686,Ranunculus asiaticus-type,RANUNCUL
8687,Ranunculus batrachioides,RANUNCUL
8688,Ranunculus cf. R. bonariensis,RANUNCUL
8689,Ranunculus cf. R. bulbosus,RANUNCUL
8690,Ranunculus cf. R. gmelinii,RANUNCUL
8691,Ranunculus cf. R. sceleratus,RANUNCUL
8692,Ranunculus circinatus,RANUNCUL
8693,Ranunculus ficaria-type,RANUNCUL
8694,Ranunculus flabellaris,RANUNCUL
8695,Ranunculus flabellaris-type,RANUNCUL
8696,Ranunculus flammula,RANUNCUL
8697,Ranunculus flammula-type,RANUNCUL
8698,Ranunculus lingua,RANUNCUL
8700,Ranunculus officinalis,RANUNCUL
8701,Ranunculus orthorhynchus,RANUNCUL
8702,Ranunculus parviflorus-type,RANUNCUL
8703,Ranunculus peltatus-type,RANUNCUL
8704,Ranunculus pensylvanicus-type,RANUNCUL
8705,Ranunculus polyphyllus,RANUNCUL
8706,Ranunculus repens,RANUNCUL
8707,Ranunculus repens-type,RANUNCUL
8708,Ranunculus sceleratus,RANUNCUL
8709,Ranunculus sceleratus/R. repens,RANUNCUL
8710,Ranunculus sceleratus-type,RANUNCUL
8711,Ranunculus sp.,RANUNCUL
8712,Ranunculus subg. Batrachium,RANUNCUL
8713,Ranunculus subg. Batrachium-type,RANUNCUL
8714,Ranunculus subg. Ficaria,RANUNCUL
8715,Ranunculus trichophyllus,RANUNCUL
8716,Ranunculus trichophyllus-type,RANUNCUL
8717,Ranunculus undiff.,RANUNCUL
8718,Ranunculus-type,RANUNCUL
8719,Ranunculus-type undiff.,RANUNCUL
8861,Roemeria,RANUNCUL
8863,Roemeria hybrida,RANUNCUL
8864,Roemeria hybrida subsp. dodecandra-type,RANUNCUL
8865,Roemeria hybrida-type,RANUNCUL
8866,Roemeria-type,RANUNCUL
9081,Sanguinaria,RANUNCUL
9115,Sarcocapnos,RANUNCUL
9783,Stephania,RANUNCUL
9784,Stephania abyssinica-type,RANUNCUL
10194,Tiliacora,RANUNCUL
10195,Tiliacora funifera-type,RANUNCUL
10203,Tinospora,RANUNCUL
10367,Trollius,RANUNCUL
10368,Trollius europaeus,RANUNCUL
10369,Trollius-type,RANUNCUL
402,Alphitonia,RHAMNACEAE
1246,Berchemia,RHAMNACEAE
1247,Berchemia scandens,RHAMNACEAE
1966,Ceanothus,RHAMNACEAE
1967,Ceanothus-type,RHAMNACEAE
2641,cf. Rhamnaceae,RHAMNACEAE
2642,cf. Rhamnus,RHAMNACEAE
2643,cf. Rhamnus alnifolia,RHAMNACEAE
3164,Colletia,RHAMNACEAE
3172,Colubrina,RHAMNACEAE
3843,Discaria,RHAMNACEAE
3844,Discaria-type,RHAMNACEAE
4025,Emmenosperma,RHAMNACEAE
4587,Frangula,RHAMNACEAE
4588,Frangula alnus,RHAMNACEAE
4589,Frangula purshiana-type,RHAMNACEAE
7317,Paliurus,RHAMNACEAE
7318,Paliurus spina-christi,RHAMNACEAE
7319,Paliurus-type,RHAMNACEAE
8288,Pomaderris,RHAMNACEAE
8289,Pomaderris apetala-type,RHAMNACEAE
8290,Pomaderris elliptica,RHAMNACEAE
8291,Pomaderris elliptica-type,RHAMNACEAE
8762,Rhamnaceae,RHAMNACEAE
8763,Rhamnaceae undiff.,RHAMNACEAE
8764,Rhamnaceae/Vitaceae,RHAMNACEAE
8765,Rhamnaceae/Vitaceae undiff.,RHAMNACEAE
8766,Rhamnus,RHAMNACEAE
8767,Rhamnus alnifolia,RHAMNACEAE
8768,Rhamnus alnifolia/Frangula alnus,RHAMNACEAE
8769,Rhamnus cathartica,RHAMNACEAE
8773,Rhamnus/Paliurus,RHAMNACEAE
8774,Rhamnus/Vitis,RHAMNACEAE
8775,Rhamnus/Vitis undiff.,RHAMNACEAE
8776,Rhamnus-type,RHAMNACEAE
9322,Scutia,RHAMNACEAE
9737,Spyridium,RHAMNACEAE
9738,Spyridium-type,RHAMNACEAE
10877,Ziziphus,RHAMNACEAE
67,Acaena,ROSACEAX
68,Acaena-type,ROSACEAX
191,Adenostoma,ROSACEAX
192,Adenostoma fasciculatum,ROSACEAX
193,Adenostoma sparsifolium,ROSACEAX
275,Agrimonia,ROSACEAX
276,Agrimonia cf. A. eupatoria,ROSACEAX
277,Agrimonia eupatoria,ROSACEAX
278,Agrimonia/Aremonia,ROSACEAX
279,Agrimonia-type,ROSACEAX
301,Alchemilla,ROSACEAX
302,Alchemilla cf. A. glabra,ROSACEAX
303,Alchemilla/Aphanes,ROSACEAX
304,Alchemilla-type,ROSACEAX
455,Amelanchier,ROSACEAX
456,Amelanchier-type,ROSACEAX
894,Aruncus,ROSACEAX
895,Aruncus dioicus,ROSACEAX
896,Aruncus-type,ROSACEAX
2091,Cercocarpus,ROSACEAX
2092,Cercocarpus betuloides,ROSACEAX
2093,Cercocarpus montanus,ROSACEAX
2094,Cercocarpus/Cowania,ROSACEAX
2095,Cercocarpus/Cowania/Purshia,ROSACEAX
2096,Cercocarpus/Purshia,ROSACEAX
2097,Cercocarpus/Purshia-type,ROSACEAX
2098,Cercocarpus-type,ROSACEAX
2621,cf. Prunus serotina,ROSACEAX
2655,cf. Rubus,ROSACEAX
2838,Chamaebatiaria,ROSACEAX
2839,Chamaebatiaria millefolium,ROSACEAX
3095,Cliffortia,ROSACEAX
3096,Cliffortia nitidula-type,ROSACEAX
3370,Cotoneaster,ROSACEAX
3371,Cotoneaster-type,ROSACEAX
3384,Cowania-type,ROSACEAX
3400,Crataegus,ROSACEAX
3401,Crataegus germanica,ROSACEAX
3402,Crataegus sect. Mespilus,ROSACEAX
3403,Crataegus sect. Mespilus-type,ROSACEAX
3404,Crataegus/Sorbus,ROSACEAX
3405,Crataegus-type,ROSACEAX
4513,Fallugia,ROSACEAX
4553,Filipendula,ROSACEAX
4554,Filipendula rubra,ROSACEAX
4555,Filipendula ulmaria,ROSACEAX
4556,Filipendula vulgaris,ROSACEAX
4557,Filipendula-type,ROSACEAX
4584,Fragaria,ROSACEAX
4585,Fragaria vesca,ROSACEAX
4586,Fragaria-type,ROSACEAX
4822,Geum,ROSACEAX
4823,Geum cf. G. rivale,ROSACEAX
4824,Geum cf. G. urbanum,ROSACEAX
4825,Geum rivale,ROSACEAX
4826,Geum/Potentilla,ROSACEAX
4827,Geum-type,ROSACEAX
4993,Hagenia,ROSACEAX
4994,Hagenia abyssinica,ROSACEAX
5215,Holodiscus,ROSACEAX
5216,Holodiscus-type,ROSACEAX
5699,Laurocerasus,ROSACEAX
6240,Malus,ROSACEAX
6241,Malus/Crataegus sect. Mespilus,ROSACEAX
6242,Malus/Mespilus,ROSACEAX
6243,Malus-type,ROSACEAX
6466,Mespilus germanica,ROSACEAX
6467,Mespilus-type,ROSACEAX
7743,Physocarpus,ROSACEAX
7744,Physocarpus monogynus,ROSACEAX
8238,Polylepis,ROSACEAX
8239,Polylepis/Acaena,ROSACEAX
8353,Potentilla,ROSACEAX
8354,Potentilla cf. P. palustris,ROSACEAX
8356,Potentilla norvegica,ROSACEAX
8357,Potentilla palustris,ROSACEAX
8358,Potentilla palustris-type,ROSACEAX
8359,Potentilla recta,ROSACEAX
8360,Potentilla subg. Comarum,ROSACEAX
8361,Potentilla subg. Comarum-type,ROSACEAX
8362,Potentilla subg. Comarum-type undiff.,ROSACEAX
8363,Potentilla undiff.,ROSACEAX
8365,Potentilla-type,ROSACEAX
8366,Potentilla-type undiff.,ROSACEAX
8431,Prunus,ROSACEAX
8432,Prunus africana-type,ROSACEAX
8433,Prunus americana,ROSACEAX
8434,Prunus americana-type,ROSACEAX
8435,Prunus avium,ROSACEAX
8436,Prunus avium/P. spinosa,ROSACEAX
8437,Prunus cf. P. avium,ROSACEAX
8438,Prunus cf. P. padus,ROSACEAX
8439,Prunus cf. P. serotina,ROSACEAX
8440,Prunus dulcis-type,ROSACEAX
8441,Prunus padus,ROSACEAX
8442,Prunus pensylvanica,ROSACEAX
8443,Prunus serotina,ROSACEAX
8444,Prunus sp.,ROSACEAX
8445,Prunus spinosa,ROSACEAX
8446,Prunus spinosa-type,ROSACEAX
8447,Prunus subg. Amygdalus,ROSACEAX
8448,Prunus undiff.,ROSACEAX
8449,Prunus virginiana,ROSACEAX
8450,Prunus virginiana-type,ROSACEAX
8451,Prunus/Amelanchier,ROSACEAX
8452,Prunus/Pyrus,ROSACEAX
8453,Prunus/Sorbus,ROSACEAX
8454,Prunus-type,ROSACEAX
8455,Prunus-type undiff.,ROSACEAX
8574,Purshia,ROSACEAX
8576,Purshia-type,ROSACEAX
8588,Pyrus,ROSACEAX
8589,Pyrus/Sorbus,ROSACEAX
8590,Pyrus-type,ROSACEAX
8871,Rosa,ROSACEAX
8872,Rosa cf. R. woodsii,ROSACEAX
8873,Rosaceae,ROSACEAX
8874,Rosaceae (<20 åµm),ROSACEAX
8875,Rosaceae (>20 åµm),ROSACEAX
8876,Rosaceae (type A),ROSACEAX
8877,Rosaceae (type B),ROSACEAX
8878,Rosaceae cf. Adenostoma,ROSACEAX
8879,Rosaceae cf. Amelanchier,ROSACEAX
8880,Rosaceae cf. Filipendula,ROSACEAX
8881,Rosaceae cf. Geum,ROSACEAX
8882,Rosaceae cf. Holodiscus,ROSACEAX
8883,Rosaceae cf. Malus,ROSACEAX
8884,Rosaceae cf. Potentilla bifurca,ROSACEAX
8885,Rosaceae cf. Potentilla palustris,ROSACEAX
8886,Rosaceae cf. Prunus,ROSACEAX
8887,Rosaceae cf. Prunus serotina,ROSACEAX
8888,Rosaceae cf. Prunus-type,ROSACEAX
8889,Rosaceae cf. Rosa,ROSACEAX
8890,Rosaceae cf. Rubus,ROSACEAX
8891,Rosaceae cf. Rubus idaeus,ROSACEAX
8892,Rosaceae cf. Rubus pubescens,ROSACEAX
8893,Rosaceae cf. Sorbus,ROSACEAX
8894,Rosaceae cf. Sorbus aucuparia,ROSACEAX
8895,Rosaceae herbs undiff.,ROSACEAX
8896,Rosaceae subf. Maloideae,ROSACEAX
8897,Rosaceae trees,ROSACEAX
8898,Rosaceae trees undiff.,ROSACEAX
8899,Rosaceae undiff.,ROSACEAX
8902,Rosa-type,ROSACEAX
9116,Sarcopoterium,ROSACEAX
9432,Sibbaldia procumbens,ROSACEAX
9547,Sorbus,ROSACEAX
9548,Sorbus aria,ROSACEAX
9549,Sorbus aucuparia,ROSACEAX
9550,Sorbus aucuparia-type,ROSACEAX
9551,Sorbus cf. S. aucuparia,ROSACEAX
9552,Sorbus cf. S. rupicola,ROSACEAX
9554,Sorbus undiff.,ROSACEAX
9555,Sorbus-type,ROSACEAX
9723,Spiraea,ROSACEAX
9724,Spiraea-type,ROSACEAX
285,Aidia,RUBIACEAE
286,Aidia micrantha-type,RUBIACEAE
633,Anthospermum,RUBIACEAE
651,Antirhea,RUBIACEAE
920,Asperula,RUBIACEAE
921,Asperula/Galium,RUBIACEAE
922,Asperula-type,RUBIACEAE
1214,Bathysa,RUBIACEAE
1452,Borreria,RUBIACEAE
1453,Borreria (pericolporate),RUBIACEAE
1454,Borreria cf. B. latifolia,RUBIACEAE
1455,Borreria latifolia,RUBIACEAE
1456,Borreria undiff.,RUBIACEAE
1703,Callipeltis,RUBIACEAE
1704,Callipeltis microstegia-type,RUBIACEAE
1737,Calycophyllum,RUBIACEAE
1738,Calycosia,RUBIACEAE
1810,Canthium,RUBIACEAE
2052,Cephalanthus,RUBIACEAE
2053,Cephalanthus occidentalis,RUBIACEAE
2654,cf. Rubiaceae,RUBIACEAE
2935,Chiococca,RUBIACEAE
2958,Chomelia,RUBIACEAE
3129,Coccocypselum,RUBIACEAE
3257,Coprosma,RUBIACEAE
3382,Coutarea,RUBIACEAE
3440,Crusea,RUBIACEAE
3772,Diodia,RUBIACEAE
3773,Diodia teres,RUBIACEAE
3774,Diodia-type,RUBIACEAE
3859,Dolicholobium,RUBIACEAE
4515,Faramea,RUBIACEAE
4683,Galiniera,RUBIACEAE
4684,Galiniera saxifraga-type,RUBIACEAE
4685,Galium,RUBIACEAE
4686,Galium aparine,RUBIACEAE
4687,Galium boreale,RUBIACEAE
4688,Galium palustre,RUBIACEAE
4689,Galium sp.,RUBIACEAE
4690,Galium verum,RUBIACEAE
4745,Genipa,RUBIACEAE
4937,Guettarda,RUBIACEAE
4998,Haldina,RUBIACEAE
4999,Haldina-type,RUBIACEAE
5023,Hallea,RUBIACEAE
